Désignation;Référence; PU.HT ;;;;;
VANNE A BILLE;"1"" SIRAL"; 170,00   ;;;;;
MAMELON;"1"" EE NOIR"; 14,00   ;;;;;
CONFECTION FLEXIBLE;"HP 1"" R15 MF LG=3000MM BSP"; 770,37   ;;;;;
COFFRET;500X400X240; 358,33   ;;;;;
BOUTON POUSSOIRE;MARCHE ARRET; 37,50   ;;;;;
COSSE A SERTIR;70MM; 10,00   ;;;;;
RELAIS THERMIQUE;LRD 12 A 18A; 258,33   ;;;;;
DISJONCTEUR ;4P 32A; 262,50   ;;;;;
RELAIS THERMIQUE;LRD 16 A 24A; 300,00   ;;;;;
CONTACTEUR;LCD 32 380V; 666,67   ;;;;;
RELAIS THERMIQUE;LRD 9A 13A; 258,33   ;;;;;
DISJONCTEUR;2P 16A; 79,17   ;;;;;
DISJONCTEUR;4P 50A; 245,83   ;;;;;
LOCATION VEHICULE;HYUNDAI TUCSON; 12 000,00   ;;;;;
VIS;24X100 A/E; 25,00   ;;;;;
TIGE FILTEE;20; 45,00   ;;;;;
ECROU;20; 2,50   ;;;;;
PRE FILTRE GASOIL;M7250/MZ29; 340,00   ;;;;;
ROULEMENT A BILLE;QJ219 N2MA SKF; 4 523,20   ;;;;;
MARTEAU FOND DE TROU;"COP 64/DHD 360 6"""; 22 000,00   ;;;;;
TAILLANT A BOUTON ;"DHD 360 8"""; 7 000,00   ;;;;;
CONFECTION FLEXIBLE;5/8 LG=4,72 FF JIC REDUIT; 654,94   ;;;;;
CONFECTION FLEXIBLE;3/4 LG=4,87 MT 45° JIC; 797,46   ;;;;;
CONFECTION FLEXIBLE;3/4 LG=7 MT 45° JIC; 1 068,27   ;;;;;
CONFECTION FLEXIBLE;3/4 LG=4,06 MT D/C 90° JIC; 687,18   ;;;;;
CONFECTION FLEXIBLE;3/4 LG=3,50MT 45° JIC; 618,33   ;;;;;
CONFECTION FLEXIBLE;3/4 LG=1,06 MT D/C 90° JIC; 307,69   ;;;;;
CONFECTION FLEXIBLE;3/4 LG=3MT D/C 90° JIC; 548,94   ;;;;;
CONFECTION FLEXIBLE;3/4 LG=0,62 MT FF JIC; 210,18   ;;;;;
CONFECTION FLEXIBLE;3/4 LG=3,68 MT FF JIC; 604,94   ;;;;;
CONFECTION FLEXIBLE;1/4 LG=3,82 MT FF JIC REDUIT; 444,13   ;;;;;
CONFECTION FLEXIBLE;5/8 LG=3,75 MT FF JIC; 545,74   ;;;;;
GAINE SPIRAL;D 63; 63,00   ;;;;;
ARRET D'HUILE;55X70X5; 250,00   ;;;;;
JOINT TORIQUE;110X5,3; 12,00   ;;;;;
BOULON;HR 20X100 A/E+RONDELLE; 22,00   ;;;;;
VIS;BTR TC 8X30 A/RONDELLE; 2,00   ;;;;;
FORET CONIQUE;24 MM; 230,00   ;;;;;
COLLIER COLSANT;; 80,00   ;;;;;
PHARE SECOURS LED;; 120,00   ;;;;;
CONFECTION COUDE;S/M AVEC LA SOUDURE; 240,00   ;;;;;
GASOIL;; 9,35   ;;;;;
LOCATION PICK-UP;TOYOTA 18914-B-59; 250,00   ;;;;;
RELAIS ;24V/DC 8 BROCHE; 100,00   ;;;;;
MASSETTE;5KG; 250,00   ;;;;;
CLE A GRIFFE;138-36 VIRAX; 1 400,00   ;;;;;
CLE A GRIFFE;138-24 VIRAX; 500,00   ;;;;;
CLE A GRIFFE;138-18 VIRAX; 250,00   ;;;;;
PELLE ;AVEC MANCHE; 50,00   ;;;;;
PIOCHE;AVEC MANCHE; 100,00   ;;;;;
CLE A CHAINE;"6"" VIRAX"; 2 600,00   ;;;;;
CLE A CHAINE;"8"" VIRAX"; 6 050,00   ;;;;;
CLE A MOLETTE;"18"" IREGA"; 600,00   ;;;;;
MEULEUSE;230 2200W BOSCH; 1 100,00   ;;;;;
CAISSE A OUITILS;; 480,00   ;;;;;
CLE A PIPE;8A32 KING TONY; 4 100,00   ;;;;;
CLE MIXTE;8A32 KING TONY; 1 980,00   ;;;;;
MARTEAU RIVOIR;2KG; 90,00   ;;;;;
CLE MALE TORX;KING TONY; 180,00   ;;;;;
PINCE ETAU;KING TONY; 250,00   ;;;;;
PINCE UNIVERSSELLE;180MM KING TONY; 145,00   ;;;;;
PINCE COUPANTE;160 KING TONY; 160,00   ;;;;;
TOURNEVIS ;PLAT ET AMERICAIN; 220,00   ;;;;;
PINCE CIRCLIPS;16A60MM INT KING TONY; 150,00   ;;;;;
PINCE CIRCLIPS;16A60MM EXT KING TONY; 150,00   ;;;;;
CLE MALE COUDE;1,5-10MM KING TONY; 180,00   ;;;;;
PINCE MULTIPRISE;250 KING TONY; 180,00   ;;;;;
TENAILLE;RUSSE 225 BELLOTA; 50,00   ;;;;;
DISQUE A COUPER;230X3,20; 13,00   ;;;;;
DISQUE A MEULER;230X6,40; 24,00   ;;;;;
ELECTRODE;MATICA 3,15; 115,00   ;;;;;
GILET FLUORESCENT;; 23,00   ;;;;;
CASQUE DE PROTECTION;BLANC; 23,00   ;;;;;
CHAUSSURE DE SECURITE;HAUT P42-P43; 240,00   ;;;;;
CASQUE DE SOUDURE ;AUTOMATIQUE; 330,00   ;;;;;
GANT ENDUIT;LATEX; 18,00   ;;;;;
TABLIER DE SOUDURE;EN CUIR; 55,00   ;;;;;
IMPERMEABLE ;VESTE+PANTALON AVEC BANDE; 170,00   ;;;;;
GANT ANTI-CHALEUR;; 40,00   ;;;;;
BOULON;HR 20X60 A/E; 10,70   ;;;;;
BOULON;HR 24X100 A/E; 25,00   ;;;;;
POMPE A GRAISSE;10KG; 690,00   ;;;;;
HARNAIS DE SECURITE;COMPLET; 550,00   ;;;;;
FAURCHETTE;500X295X20 ; 533,53   ;;;;;
FAURCHETTE;500X295X20 ; 530,62   ;;;;;
HUILE;DTE 26 208LT; 8 200,00   ;;;;;
HUILE;15W40 SUPER 1300 204LT; 6 685,00   ;;;;;
FILTRE HYDRAULIQUE;1202-804093; 980,00   ;;;;;
FILTRE A AIR;2914-5077-00; 2 744,00   ;;;;;
FILTRE A AIR;2914-5018-00; 1 788,00   ;;;;;
HUILE;PAROIL E 20LT 1615595400; 1 750,00   ;;;;;
HUILE;PAROIL S 20 LT 1630016100; 5 000,00   ;;;;;
ANTIGEL;20LT; 900,00   ;;;;;
OXYGENE;; 46,69   ;;;;;
GASOIL;; 9,77   ;;;;;
FILTRE A GASOIL;FF0751 FORFILTR; 169,00   ;;;;;
FILTRE SEPARATEUR;FS 5673 FORFILTR; 398,50   ;;;;;
FILTRE A HUILE;FL 1808 FORFILTR; 330,00   ;;;;;
ELECTROPOMPE;IR 40 200C 4 KW 5,5 HP 380V SAER; 6 500,00   ;;;;;
POMPE A EAU VERTICAL;MK40-12 4KW 5,5HP 380V 14BARS/216LT/MIN SAER; 12 083,33   ;;;;;
VANNE A BILLE;"1"" SIRAL"; 170,00   ;;;;;
CONFECTION FLEXIBLE;"1"" LG=6MT MF BSP "; 1 291,85   ;;;;;
MAMELON;"1"" NOIR EE"; 14,00   ;;;;;
MANCHON;"1"" NOIR EE"; 20,00   ;;;;;
RACCORD UNION;"1"" NOIR EE FF"; 42,00   ;;;;;
VANNE INOX MONO BLOC;"2"""; 630,00   ;;;;;
TUYAU AIR COMPRIME;19x29 20 bar; 34,30   ;;;;;
CONFECTION FLEXIBLE;"1""1/4 LG= 4 MT FF JIC"; 1 291,72   ;;;;;
CONFECTION FLEXIBLE;"1""1/4 LG= 3 MT FF JIC"; 1 065,66   ;;;;;
CONFECTION FLEXIBLE;"1""1/4 lg= 1,50 MT FF JIC"; 726,57   ;;;;;
ADAPTEUR JIC;1'5/8/8-12x1'1/4NPT+REDUCTION; 235,48   ;;;;;
COUDE JIC ORIENTABLE;"1""1/4"; 415,74   ;;;;;
BOULON;HR 24X100 A/E+RONDELLE; 30,00   ;;;;;
CONTACTEUR;LCD 40 220V; 816,67   ;;;;;
BLOC TEMPRISE;; 358,33   ;;;;;
APPRET GRIS;CELLULOSIQUE 5KG; 40,00   ;;;;;
DILUANT CELLULOSIQUE;SODECSO 5LT; 23,00   ;;;;;
HUILE;DTE 26 20LT; 1 100,00   ;;;;;
HUILE;15W40 SUPER 1300 20LT; 704,17   ;;;;;
COURONNE IMPREGNEE;101T6 CHINE; 3 400,00   ;;;;;
MANCHON ALESEUR;101T6; 1 675,00   ;;;;;
EXTRACTEUR;101T6; 315,00   ;;;;;
PORTE EXTRACTEUR;101T6; 310,00   ;;;;;
TUBE PEHD;75 PN10; 68,89   ;;;;;1206
MANCHON PEHD;75X75; 95,00   ;;;;;7708,86
TUBE PEHD;32 PN16; 9,20   ;;;;;126,56
RACCORD PEHD;"32X1"" MALE"; 21,00   ;;;;;806,4
RACCORD PEHD;"50X1""1/2 MALE"; 58,00   ;;;;;4524
MANCHON PEHD;32X32; 22,50   ;;;;;
MANCHON PEHD;50X50; 58,00   ;;;;;14371,82
RECHARGE CARTE CARBURANT;FREE 2174271; 4 545,45   ;;;;;
POMPE HYDRAULIQUE;TRIPLE CORPS SERIE 2X2X2 02Z0G110031PCD/0314224 007; 6 500,00   ;;;;;
ACIER CREUX;220X180X150 20MV6 (221X167); 693,00   ;;;;;
ACIER CREUX;220x150X250 20MV6 (222X138); 1 584,00   ;;;;;
ELECTRODE;BASIC 7018 D 4MM; 200,00   ;;;;;
DISQUE A COUPER;230X3,20; 13,00   ;;;;;
GILET FLUORESCENT;3M ORANGE; 135,00   ;;;;;
PERFORATEUR;24KG; 8 833,33   ;;;;;
FLEURET;1,20 MT; 666,67   ;;;;;
ELECTRODE;G53 3,15; 200,00   ;;;;;
VIS;HR 18X100; 10,00   ;;;;;
MAMELON;"2"" NOIR EE"; 49,00   ;;;;;
REDUCTION ;"2""x1""1/2 NOIR EE"; 45,50   ;;;;;
MAMELON;"1""1/2 NOIR EE"; 29,99   ;;;;;
TECALENT;4X6 BLANC; 8,21   ;;;;;
RACCORD PEHD;"50X2"" MALE"; 92,00   ;;;;;
RACCORD PEHD;"50X1""1/2 MALE"; 58,00   ;;;;;
OBTURATEUR SIMPLE;R 84 LG=1000 MM; 7 735,75   ;;;;;
RELAIS THERMIQUE;LRD 37 A 50; 541,67   ;;;;;
CABLE ELECTRIQUE SOUPLE;4X6MM2; 45,00   ;;;;;
CABLE ELECTRIQUE SOUPLE;2X2,5MM2; 8,17   ;;;;;
GAINE ISOGRIS;D 29MM; 4,58   ;;;;;
FER PLAT;40X8 XC48; 349,00   ;;;;;
FER PLAT;30X8 XC48; 296,00   ;;;;;
TIGE FILTEE;M 10; 35,00   ;;;;;
ECROU;M 10; 0,50   ;;;;;
CONFECTION FLEXIBLE;"1"" LG=3MT MF BSP "; 770,37   ;;;;;
VANNE A BILLE;"1"" SIRAL"; 170,00   ;;;;;
MAMELON;"1"" NOIR EE"; 14,00   ;;;;;
MANCHON ;"1"" NOIR EE"; 20,00   ;;;;;
TECALENT;4X6 BLANC; 8,20   ;;;;;
GAINE SPIRAL;D 63; 63,00   ;;;;;
REPARATION FLEXIBLE;"1""1/4 COTE F"; 193,74   ;;;;;
FILTTRE A GASOIL;60282117 SR265 C10; 1 248,57   ;;;;;
FILTTRE A GASOIL;60201220=60151839 SR265 C10; 634,34   ;;;;;
CARTOUCHE A GASOIL;60333882 SR265 C10; 253,50   ;;;;;
SEPARATEUR GASOIL;60249072 SR265 C10; 524,24   ;;;;;
FILTRE A HUILE;B222100000494=1876110070; 455,00   ;;;;;
FILTRE PRINCIPALE;60284727 SR265 C10; 1 240,00   ;;;;;
FILTRE DE RETOUR D'HUILE;60072195 SR265 C10; 624,26   ;;;;;
FILTRE D'ASPIRATION D'HUILE;60240996 SR265 C10; 1 200,00   ;;;;;
FILTRE DE RETOUR D'HUILE;60193541 SR265 C10; 2 112,54   ;;;;;
FILTRE PILOT;GLQ009244827/A222100000119; 378,00   ;;;;;
HUILE ;TDTO 50 DRUM-MEU 208L 152398 CAT 3E9478; 10 827,79   ;;;;;
FILTRE A GASOIL;1R0751; 514,94   ;;;;;
FILTRE A HUILE;1R1808; 898,94   ;;;;;
FILTRE SEPARATEUR;5134490; 1 139,68   ;;;;;
RECHARGE CARTE CARBURANT;FREE N°195791; 5 454,56   ;;;;;
RECHARGE CARTE CARBURANT;FREE N°31186727; 5 454,56   ;;;;;
PEINTURE;JAUNE CAT PROFLEX; 70,00   ;;;;;
PEINTURE;NOIR DIAMANT ADAFLEX; 70,00   ;;;;;
DILUANT CELLULOSIQUE;SODECSO 5LT; 23,00   ;;;;;
POMPE A BOUE;TSURUMI TYPE KTZ23.7-54; 25 000,00   ;;;;;
COLLIER ROBUSTE;59X63; 24,50   ;;;;;
OBTURATEUR SIMPLE;R 54 LG=1000 MM; 4 650,00   ;;;;;
OBTURATEUR SIMPLE;R 84 LG=1000 MM; 7 735,72   ;;;;;
COURONNE PLEINE;66 F/FEMELLE CR 60 CHINE STEEL BODY TYPE; 5 200,00   ;;;;;
LOCATION CAMION PLATEAU;; 5 500,00   ;;;;;
COFFRET POLYSTER;500X400X240; 341,67   ;;;;;
DISJONCTEUR;4P 32A; 245,83   ;;;;;
CONTACTEUR;LCD 18 220V; 375,00   ;;;;;
RELAIS THERMIQUE;LRD 7 A 10A; 233,33   ;;;;;
RELAIS DE NIVEAU;; 408,33   ;;;;;
RELAIS DE PHASE;; 300,00   ;;;;;
ELECTRODE DE NIVEAU;; 31,67   ;;;;;
RESIGNEUSE;M11; 100,00   ;;;;;
CABLE ELECTRIQUE SOUPLE;4X4MM2; 31,67   ;;;;;
FLOTEUR;5 MTS; 125,00   ;;;;;
FUSIBLE;10X38/2A; 3,75   ;;;;;
FUSIBLE;10X38/4A; 3,75   ;;;;;
JOINT A LEVRE;DN 68 80Sh MALAXEUR; 20,70   ;;;;;
BAGUE EN CAOUATCHOUC;73X110X18 MM 80Sh  ZBE 100; 28,75   ;;;;;
MANCHON EN CAOUATCHOUC;41/34X25X128MM AVEC EMBOU CONIQUE; 51,75   ;;;;;
VANNE HP;3 VOIE EN L 3/4; 468,00   ;;;;;
ADAPTEUR A GAZ;3/4X1/2; 28,00   ;;;;;
JOINT A GAZ;"3/4"""; 7,50   ;;;;;
TUYAU;12X18; 19,60   ;;;;;
TUYAU;19X26; 28,00   ;;;;;
COLLIER MICALOR;; 4,36   ;;;;;
COLLIER MICALOR;; 6,30   ;;;;;
ETAU MECANICIEN;200MM; 1 800,00   ;;;;;
TIGE CHROME;35 LG=0,460MM; 138,00   ;;;;;
ACIER ROND;XC48 D 75 LG=75MM; 50,00   ;;;;;
COPIEUR;MP2014 AD N/S G614Z340627; 5 800,00   ;;;;;
JOINT DAS;39X55X20,50; 150,00   ;;;;;
COUPELLE HYDRAULIQUE;35X45X10; 65,00   ;;;;;
RACLEUR SOUPLE HYDRAULIQUE;32X40X5/7; 60,00   ;;;;;
TIGE ;T38 M/M LG=3005MM; 2 400,00   ;;;;;
MANCHON;FF T38; 600,00   ;;;;;
TAILLANT A BOUTON ;64 T38; 1 100,00   ;;;;;
TRILAME;"4"""; 1 300,00   ;;;;;
HUILE;15W40 SUPER 1300 20LT; 704,17   ;;;;;
RACLEUR SOUPLE HYDRAULIQUE;35X43,60X5,30; 90,00   ;;;;;
GRAISSEUR;MP2 18KG; 720,00   ;;;;;
GRAISSEUR;MP2 18KG; 720,00   ;;;;;
EMMENCHEMENT;T38 SH REF 90515980; 2 900,00   ;;;;;
CHAUSSURE DE SECURITE;HAUT P42-P43; 240,00   ;;;;;
GILET FLUORESCENT;ORANGE; 23,00   ;;;;;
IMPERMEABLE ;VESTE+PANTALON BLEU; 135,00   ;;;;;
BOTTE EN PVC;VERT P43-P44; 73,00   ;;;;;
IMPERMEABLE ;VESTE+PANTALON BLEU; 135,00   ;;;;;
ROULEMENT A BILLE;4305 2RS Z1V1 GULLMAN; 100,00   ;;;;;
CLE A MOLETTE;"15"" IREGA"; 325,00   ;;;;;
POMPE GASOIL MANUELLE;"3/4"""; 350,00   ;;;;;
ELECTRODE;S 2000 3,15; 110,00   ;;;;;
POUDRE DE BRASAGE;150 GRS; 10,00   ;;;;;
BAGUETTE EN BRONZE;D 3MM; 220,00   ;;;;;
COURONNE IMPREGNEE;101T6 A6; 3 980,00   ;;;;;
CAPTEUR DE PRESSION;S2/20 FILS 8/30 VCC GM 0/100 BARS; 1 500,00   ;;;;;
CONFECTION FLEXIBLE;3/4 HP LG=1,50 MT MF BSP; 333,24   ;;;;;
CONFECTION FLEXIBLE;1/2 HP LG=1,50 MT MF BSP; 253,33   ;;;;;
MANOMETRE;16 BARS D 100; 235,10   ;;;;;
MANOMETRE;100 BARS D 100; 308,00   ;;;;;
MAMELON;"1"" NOIR EE"; 14,00   ;;;;;
VANNE A BILLE;"1"" SIRAL"; 170,00   ;;;;;
MAMELON;1/2 NOIR EE; 10,50   ;;;;;
ADAPTEUR A GAZ;"3/4"""; 29,40   ;;;;;
ADAPTEUR A GAZ;"1/2"""; 25,20   ;;;;;
TYUAU AIR COMPRIME;19x29 20 bar; 34,30   ;;;;;
MANOMETRE;25 BARS D 100; 247,38   ;;;;;
EXTINCTEUR A POUDRE;6 KG; 400,00   ;;;;;
ALESAGE ET TAILLAGE D'UN ACCOUPLEMENT;ZBE 100; 700,00   ;;;;;
CONFECTION D'UN EMMENCHEMENT;D 160 LG=900MM AVEC TRAITEMENT; 9 000,00   ;;;;;
CONFECTION D'UNE BRIDE;DENTEE AVEC TRAITEMENT; 1 600,00   ;;;;;
CONFECTION FALONGE;"3""1/2 FEMELLE"; 2 000,00   ;;;;;
CONFECTION REDUCTION;"3""1/2 FILTAGE ATLAS 76"; 3 000,00   ;;;;;
CONFECTION FLEXIBLE;3/4 LG= 3MT FF; 339,75   ;;;;;
UNION DOUBLE;20S; 58,02   ;;;;;
DEBIMETRE ELECTROMAGNETIQUE;24V INJECTIONS ET ESSAI D'EAU; 29 000,00   ;;;;;
CONFECTION FLEXIBLE;3/4 HP LG=3MT FF BSP; 339,75   ;;;;;
UNION DOUBLE;20S; 58,20   ;;;;;
SCOTCH D'EMBALLAGE;50X100 ASMACO; 13,00   ;;;;;
TEFLON;GM; 20,00   ;;;;;
CHIFFON COULEUR;; 8,00   ;;;;;
SCOTCH NOIR;GM; 8,50   ;;;;;
ADAPTEUR A GAZ;3/4X1/2; 28,00   ;;;;;
ADAPTEUR;"1/2"" 90°"; 63,00   ;;;;;
CONFECTION FLEXIBLE;1/2 LG=0,50 MT FF BSP; 143,30   ;;;;;
ADAPTEUR ;"1/2"""; 25,20   ;;;;;
ORIENTABLE;1/2xF1/2 90°; 91,00   ;;;;;
ORIENTABLE;1/2 M 90°; 95,10   ;;;;;
SERVICE PACK;400 H BOXD,E 3002609490; 3 900,00   ;;;;;
HUILE;PAROIL E 20LT 1615595400; 1 750,00   ;;;;;
HUILE;PAROIL E 5LT; 580,00   ;;;;;
FORFAIT MAIN D'ŒUVRE ET DEPLACEMENT;; 7 800,00   ;;;;;
ETALONNAGE MANOMETRE;100 BARS D 100; 500,00   ;;;;;
MANOMETRE;100 BARS D 100; 308,00   ;;;;;
DISTRIBUTEUR MANUELLE;3/4 1 ELEMENT CRANTE; 4 420,00   ;;;;;
UNION DROIT;20-3/4S; 47,43   ;;;;;
ADAPTEUR A GAZ;"3/4"""; 29,40   ;;;;;
ADAPTEUR A GAZ;"1"""; 42,00   ;;;;;
JOINT JIC;"1"""; 11,90   ;;;;;
JOINT JIC;"3/4"""; 7,50   ;;;;;
CONFECTION FLEXIBLE;3/4 HP LG=3MT FF BSP; 517,18   ;;;;;
CONFECTION FLEXIBLE;3/4 HP LG=3MT FF BSP; 338,91   ;;;;;
ETALONNAGE MANOMETRE;60 BARS D 100; 500,00   ;;;;;
ETALONNAGE MANOMETRE;25 BARS D 100; 500,00   ;;;;;
CAROTTIER DOUBLE COMPLET;101T6 LG=1500MM; 8 880,00   ;;;;;
EXTRACTEUR;101T6; 310,00   ;;;;;
PORTE EXTRACTEUR;101T6; 310,00   ;;;;;
MANCHON ALESEUR;101T6 DIAMANTE; 1 675,00   ;;;;;
JOINT DAS;51X63X27; 113,72   ;;;;;
COUPELLE HYDRAULIQUE;40X55X10; 64,25   ;;;;;
JOINT TORIQUE;63,09X3,53; 4,16   ;;;;;
JOINT CHEVRON;70X90X40; 450,00   ;;;;;
ECROU;KM 18 ACE; 66,67   ;;;;;
FREIN;MB 18 ACE; 14,00   ;;;;;
ARRET D'HUILE;40X50X4 METAL; 23,50   ;;;;;
MANOMETRE;250 BARS D 63 1/4; 130,00   ;;;;;
ADAPTEUR A GAZ;3/4X1/4; 28,08   ;;;;;
LIMITEUR DE PRESSSION HYDRAULIQUE;"3/4"" 400 BARS"; 1 300,00   ;;;;;
ADAPTEUR A GAZ;3/4x1/2; 28,00   ;;;;;
VANNE A BILLE;"1"" SIRAL"; 170,02   ;;;;;
MAMELON;"1"" NOIR EE"; 14,00   ;;;;;
ADAPTEUR A GAZ;3/8MM; 18,00   ;;;;;
ADAPTEUR A GAZ;3/4MM; 29,40   ;;;;;
JOINT A GAZ;3/8 JCP; 5,60   ;;;;;
JOINT A GAZ;3/4 JCP; 7,50   ;;;;;
ADAPTEUR A GAZ;3/4X1/2; 28,00   ;;;;;
CONFECTION FLEXIBLE;1/2 HP LG= 3MT FF BSP R9; 377,00   ;;;;;
CONFECTION FLEXIBLE;3/4 HP LG= 2,50 MT FF BSP R15; 492,08   ;;;;;
CONFECTION FLEXIBLE;3/8 HP LG= 2,90 MT FF METRIC R9; 382,64   ;;;;;
CONFECTION FLEXIBLE;1/2 HP LG= 3,07 MT D/C 90° METRIC R9; 401,02   ;;;;;
ROULEMENT A BILLE;6013 ZZC3 Z2V2 GULLMAN; 83,34   ;;;;;
ROULEMENT A BUTEE;51213 KG; 101,23   ;;;;;
JOINT CHEVRON;60X80X37; 395,00   ;;;;;
ARRET D'HUILE;60X75X10; 17,50   ;;;;;
ECROU;KM 18 ACE; 66,67   ;;;;;
FREIN;MB 18 ACE; 14,00   ;;;;;
JOINT TORIQUE;5,33X81,92; 6,75   ;;;;;
ROULEMENT A BILLE;6019 ZZ SKR; 175,00   ;;;;;
JOINT TORIQUE;113,97X2,62; 12,50   ;;;;;
JOINT TORIQUE;215X5; 37,08   ;;;;;
JOINT TORIQUE;149,3X5,7; 26,35   ;;;;;
COURROIE;B 60 DURAMAX GULLMAN; 66,60   ;;;;;
MOTEUR ELECTRIQUE ;22 KW 1500T/MIN; 6 000,00   ;;;;;
ENVELOPPE BLANC;115X230 AMERICAIN; 0,42   ;;;;;
FICHE PERSONNEL;; 2,50   ;;;;;
ROULEAU THERMIQUE;PF; 6,67   ;;;;;
CHEMISE CARTONNE;180G PANACHE; 62,50   ;;;;;
CLASSEUR A LEVIER;SICLA BLEU; 20,83   ;;;;;
ENVELOPPE BLANC;115X230 AMERICAIN; 0,42   ;;;;;
PAPIER BLANC;A4 NAVIGATOR 80G; 54,17   ;;;;;
TONER;HP 136A ADAPTABLE; 233,33   ;;;;;
TONER;HP 130A /CF350 ADAPTABLE; 150,00   ;;;;;
TONER;HP 205/CF531+CF532 COULEUR; 683,33   ;;;;;
FLUORESCENT;OFFICE LINE 4 COULEUR; 30,00   ;;;;;
PILE;DURACELL AA; 6,67   ;;;;;
PILE;DURACELL PF AAA; 6,67   ;;;;;
TONER;HP 136 ORIGINAL M211; 708,33   ;;;;;
VIS;BTR 12X50; 3,00   ;;;;;
VIS;BTR 14X70 AVEC ECROU NYLSTOP; 8,00   ;;;;;
VIS;BTR 12X60; 4,00   ;;;;;
BAGUETTE EN FONTE;3,15; 18,00   ;;;;;
PRESSE ETAUPE;GF D 16MM; 1 000,00   ;;;;;
MANOMETRE;25 BARS D 100; 247,38   ;;;;;
MANOMETRE;60 BARS D 100; 260,00   ;;;;;
UNION DROIT;08-3/8L; 28,00   ;;;;;
EMBOUT LISSE;08-12X150 MALE AVEC ECROU ET OLIVE S/M; 60,00   ;;;;;
UNION SIMPLE;08LX1/8 LG=70 S/M; 110,00   ;;;;;
GRAISSEUR;10X100 DROIT; 4,85   ;;;;;
LIMITEUR DE PRESSSION HYDRAULIQUE;"3/4"""; 1 300,00   ;;;;;
ADAPTEUR A GAZ;3/4x1/2; 28,00   ;;;;;
CONFECTION FLEXIBLE;1/4 LG=0,60  MT FF BSP; 140,71   ;;;;;
ADAPTEUR A GAZ;1/2X1/4; 22,40   ;;;;;
CONFECTION FLEXIBLE;3/4 LG=2,50 MT FF BSP; 492,08   ;;;;;
GRAISSEUR;10X100 DROIT; 4,85   ;;;;;
GRAISSEUR;10X100 90°; 12,60   ;;;;;
JOINT TORIQUE;208,92X6,99; 31,50   ;;;;;
SILICONE ;; 83,33   ;;;;;
FILTRE A GASOIL;S/M; 255,00   ;;;;;
RECHARGE CARTE CARBURANT;FREE N°2174271; 4 545,45   ;;;;;
HUILE;DTE 26 208LT; 8 200,00   ;;;;;
GRAISSE;MP2 18KG; 720,00   ;;;;;
HUILE;15W40 SUPER 1300 20LT; 704,17   ;;;;;
GRAISSE;MP2 18KG; 720,00   ;;;;;
HUILE;HD 140 20LT; 651,67   ;;;;;
HUILE;15W40 SUPER 1300 204LT; 6 685,00   ;;;;;
HUILE;ALMO 527 204LT; 12 060,00   ;;;;;
HUILE;DTE 26 208LT; 8 200,00   ;;;;;
OBTURATEUR SIMPLE;R 84 LG=1000 MM; 7 735,75   ;;;;;
MANCHETTE;R 84 LG=1000 MM; 5 575,00   ;;;;;
TUBE PVC;110 PN10; 65,00   ;;;;;
COLLIER PRISE EN CHARGE CPEC;"110X1""1/2 F"; 40,00   ;;;;;
EMBOUT PVC;40X50X1/1/2 M; 30,00   ;;;;;
EMBOUT PVC;"110X124X4"" TARAUDE M"; 140,00   ;;;;;
BOUCHON PVC;"4"" TARAUDE F"; 115,00   ;;;;;
TUBE PVC;50 PN10 EN 6MT; 30,00   ;;;;;
COUDE PVC;50 90° IMPORTATION; 12,50   ;;;;;
COLLE PVC;1KG; 90,00   ;;;;;
REPARATION POMPE D'INJECTION;MOTEUR PERKINS; 2 755,87   ;;;;;
ADAPTEUR A GAZ;"3/4"""; 29,40   ;;;;;
KIT NECESSAIR;S/M; 612,00   ;;;;;
COUDE;"2"" NOIR EE"; 90,00   ;;;;;
BOUCHON;"2"" NOIR EE"; 50,00   ;;;;;
ACIER ROND;XC38 D 60 LG=100MM; 41,65   ;;;;;
ACIER ROND;42CD4 D 120 LG=30MM; 69,00   ;;;;;
ACIER ROND;42CD4 D 30 LG=120MM; 23,00   ;;;;;
ACIER ROND;42CD4 D105 LG=15MM; 34,50   ;;;;;
ACIER ROND;42CD4 D 85 LG=225MM; 247,25   ;;;;;
ACIER ROND;42CD4 D 85 LG=225MM; 247,25   ;;;;;
ACIER ROND;42CD4 D 120 LG=100MM; 230,00   ;;;;;
ACIER ROND;42CD4 D 120 LG=135MM; 299,00   ;;;;;
VIS;BTR TC 12X35; 4,50   ;;;;;
VIS;BTR TC 12X40; 4,00   ;;;;;
VIS;BTR TC 10X40; 3,00   ;;;;;
VIS;BTR TC 8X25; 1,80   ;;;;;
VIS;BTR TC 8X70 A/E; 4,50   ;;;;;
CONFECTION FLEXIBLE;1/2 LG=2,50 MT FF METRICE; 338,14   ;;;;;
CONFECTION FLEXIBLE;1/2 LG=0,80MT FF METRICE; 186,03   ;;;;;
CONFECTION FLEXIBLE;1/2 LG=3MT FF METRICE; 382,88   ;;;;;
TECALENT;4X6 BALANC; 8,21   ;;;;;
COUDE ORIENTABLE;M 3/4XF 3/4; 121,10   ;;;;;
ROULEMENT A BILLE;7218 NSK; 1 250,00   ;;;;;
ROULEMENT A BILLE;6015 2RS C3 Z2V2 UG GULLMAN; 100,00   ;;;;;
ARRET D'HUILE;105X130X12; 66,67   ;;;;;
MEULEUSE;180 2500W DANMI; 1 200,00   ;;;;;
